Block,Address,Layer,Matrix_Position,Diagonal_Value
20298,1JbmMQgEfXJz3TG7m8FnGqLFd4r94pWKyq,1,"[74,74]",-27
20312,1PgzYxLXjAw4NfqnzBjm8ww8mZgCXRwTJd,1,"[88,88]",-27
20318,12ypKADcrECjamrxVwHb64X2Bfo98jUUA1,1,"[94,94]",-27
20319,16UmsDmDn7T1XVmDP3YaVsAGAubLJQcr2s,1,"[95,95]",-27
20444,19iygUzwhQtfH5nhBZJKpKJKbcZcxsHCcy,1,"[92,92]",-27
20446,1EAJwQ9Y89TBCHcd3en7s4JGt5qJ1SXgCL,1,"[94,94]",-27
20471,1MMGxG4D49tWDj3i75x4dEsTC9ftq66u19,1,"[119,119]",27
20472,1P9ZR1nXzq8BqKErWebEegkKo1vz7Ts8xb,1,"[120,120]",-27
20552,1MCK4xfDDUJyYz7CxosbZGiEbXgW1RqgKs,1,"[72,72]",-27
20554,14w7MNnnDd61qMHSddAFiFrtzetayAhMoA,1,"[74,74]",-27
20559,1H1xcBapfLCoD4v3nysoJY8vUoF3MXySsa,1,"[79,79]",27
20568,16iDF6ZnqXQiVYHxkDi5ubbUyuat185Yzx,1,"[88,88]",-27
20574,1AFGmix6Ceqocsd8a8MwoQWHxcbU6kNjy1,1,"[94,94]",-27
20600,1AMUwjTDNwbfbtVZ6T9nFs2RStVBw5HciM,1,"[120,120]",-27
20680,168uXR6bKhiain5aw9uiGrei3WqeFNKow7,1,"[72,72]",-27
20681,17VsvdK1S1Vez4A8d2QERf1FyfpRhFiEQY,1,"[73,73]",-27
20687,1K6X5dCodVaN74iYoZjcurqzpHx3jKt6TF,1,"[79,79]",27
20700,1Pv8Am1qsChGgdsGxgFrm5KiCWejDgXhSe,1,"[92,92]",-27
20702,1M3ZDimEoBRwTyVuRL1youG2W2VBhV9zaG,1,"[94,94]",-27
20703,1JqVKRwY1ajx5GEWZs8z86USYcmfmsHRCv,1,"[95,95]",-27
20808,1P9d5yc6BcLUVi4EGmccvgGj1Yo5U2MwBa,1,"[72,72]",-27
20810,196hBakvvdi712ruShskTnKHAhLEW7b99S,1,"[74,74]",-27
20815,1BcAAYtDrxjyMfr6SD8QekrmwXYeQ1paxj,1,"[79,79]",27
20824,18Wtg6c23BCp7jkJyv8XXDAskCzqpwjXY8,1,"[88,88]",-27
20828,1Pf6HsqTZuK7KHWf6PPxi8mwG1UomUdCjW,1,"[92,92]",-27
20856,1M8yHEo9Q4XoSQodmNb2T7yVSuQ4Y9NF1R,1,"[120,120]",-27
20936,1GXdrRX6kyaguE666Xkoqon9Yj8qi9gkoT,1,"[72,72]",-27
20952,13f3my3WQ7ZVz6YSc8N6a49SucHhFWa2GS,1,"[88,88]",-27
20956,16yUATu3SnMJUwk6GEvuSP8D2bCoLZQDzJ,1,"[92,92]",-27
20958,18U1aZQKwm86ikokLH4bovcxjPgBejALtR,1,"[94,94]",-27
20959,1KjpEnGHRNf4B9YatAKGmt5JNjjFnTzCy7,1,"[95,95]",-27
21064,1CASyqvTC4URgA8wXGgjVjvcEQvLasP5xM,1,"[72,72]",-27
21065,1AusYu4YByBJoC32bf3yuZQveV8xrzCZg6,1,"[73,73]",-27
21066,18UYCVkqYrrZZhC2DujWrUs8wkFGeC3cQ6,1,"[74,74]",-27
21071,13Ffu3Ve8wA5X1MDUAGXuaedfn14452jyM,1,"[79,79]",27
21080,1PNngm7vQgsmuWbKwdkhECj42NVvDrhPFi,1,"[88,88]",-27
21084,1QJJN9Hhsr9kSSmP8nKBwVzVNDkuPtxi3z,1,"[92,92]",-27
21087,158V8eFeWZY75NLhpWxXfdzT1ai1rUZc5N,1,"[95,95]",-27
21111,1Ea489rVc3xxNYqhKFLa6wScwTG8zaYex8,1,"[119,119]",27
21193,1PJKD8qnYc2fNyYLy1ULjGYAFm23WDkUX7,1,"[73,73]",-27
21208,1BwQCJF5ykeK4wMW8hcRxR2gX8KBdHitdP,1,"[88,88]",-27
21215,1H6j2o2tBWovny6RvdSQRbmS2J4NkXP5Le,1,"[95,95]",-27
21239,16bgsa5bDzBm2YhswxMWqbA1WdULS1Bwzn,1,"[119,119]",27
21468,16JrqKts7Cy1eZuLZijLUYtUQwKXTdCW8D,1,"[92,92]",-27
21471,1BuisWkEsDmh4pCShrWnDPyDLrbFHkQAoj,1,"[95,95]",-27
21495,137W4S6gphzsBJcRAjqmS1uGWvC78qPFzV,1,"[119,119]",27
21496,1P3r7nGGexKqeCfJBqKq48XZGfkTgowEHR,1,"[120,120]",-27
21578,1FaTymXy41WRx7jX36BBF7d9ezPsAVVqHm,1,"[74,74]",-27
21598,1DVFw6NBjauEi39U5JiDjsFeSw1xh5vaDU,1,"[94,94]",-27
21599,1NrPyLTse9o4gcjcksCTeVwQXkkJPAKhw3,1,"[95,95]",-27
21623,17eBBEwnbKkS1DBEFxhG4MfsLY8Xgv65kS,1,"[119,119]",27
21705,16RUJN9HaEiRdHDCKKSSD71RS8dMBN95Dq,1,"[73,73]",-27
21706,1BJkxw6J9m7xJkLt4Uf7JBkU3MsHk7eVsV,1,"[74,74]",-27
21711,1GBvVDoDUo1pVm7BhbAWDnPFh7w3sjGavp,1,"[79,79]",27
21724,1M9KLP4ujEpxpRpWECbzGr6b4MCRVZYRac,1,"[92,92]",-27
21751,1Ja9TxEKJsuYULfrZUhUYsh3ErRYTmq2GL,1,"[119,119]",27
21832,12aKUuefFrKr2EWiKhGPgdxyyzJemhJgx4,1,"[72,72]",-27
21833,1Bf7FEeVSA9ajXWQMnRZW422q2cgcKqE4n,1,"[73,73]",-27
21839,15vzkLiXbGTZzVw2hgTGz8XJ16j418ouQD,1,"[79,79]",27
21848,127vYeyNJ5CxKwQyidM2yx8EEwiYx8j8nz,1,"[88,88]",-27
21855,1BG94TBUHubpAmQdXoGDt9ZSVnRz9Wwv91,1,"[95,95]",-27
21962,16AnuPR5r6MF4brBX2TYWMGm2ULCwN5nYq,1,"[74,74]",-27
21967,16YFvjoHoNTmrJECJ6bieMNLV6aDgU9Ho7,1,"[79,79]",27
21976,13mnK1w67oaAuQodN6Si5GE4jjrAnVuerw,1,"[88,88]",-27
21980,16mhBVn3H3nuWFuF1bDJNmB6LBFcZEj9fm,1,"[92,92]",-27
21982,12omKc5asg8BVDTDi387jZiyMiePRqDGe3,1,"[94,94]",-27
22007,16sDkiwDB13DEavvCFNooaQcVttKY8Cive,1,"[119,119]",27
22008,1GmCvURrHEBcxDWU6z7VNaLeRwNPGRCWtJ,1,"[120,120]",-27
22088,12Pw9YcUwVbkCLsVpKM7MR4TBWB6muhCeG,1,"[72,72]",-27
22090,1Ky7x9XRZeMZoMj382iAcJZStHT25A31kP,1,"[74,74]",-27
22095,1APDJ8Y6VQVqwHszFhU7q3w5c8rNaomBR3,1,"[79,79]",27
22104,14n5zCEbzZcqS2QwgZF4iaSyEQdeiELTHJ,1,"[88,88]",-27
22108,148vZejad4xZavNDDMYDzRoqmqkstEb3BW,1,"[92,92]",-27
22110,1LspNWfCo4UFbhDKuk2fwT4BLotQuSfb44,1,"[94,94]",-27
22136,17mdshj4x3iTnp28eLwWHPViRN68sYgvLM,1,"[120,120]",-27
22217,1AxU1dxYhDzSvk5mBHd4Mrdg3EEwFSnYuf,1,"[73,73]",-27
22218,1FiFQKWFjRwAZkeZVFTPxC7uT9pihjbCFM,1,"[74,74]",-27
22232,1NrCfknHtHz8yFW4D7snHidSasZFG7hrD7,1,"[88,88]",-27
22236,12DTYGkA4zrUaKy7gQcxx4PePwYtoemVjG,1,"[92,92]",-27
22238,1L9GtYTCceUXFkGxMY3fVecSCFqQ7Scueo,1,"[94,94]",-27
22263,123B36Dg1hmTuGaVmhMXDnum2Q6qxhX52M,1,"[119,119]",27
22264,1G7YCkHicRWPrbZRrx1oBEsByVHiaQkqyE,1,"[120,120]",-27
22344,1ML1ey3ZSU8G9Z5UxzQ7mbsWfKDkMsTxxr,1,"[72,72]",-27
22345,1AF59NdNeZEGjGKjaNDQXTzu7Wn6vj4M5Q,1,"[73,73]",-27
22346,13YKa1prv25DKCX8rnK97cahBDhhTkFeHo,1,"[74,74]",-27
22364,19N1FBTss6Qr8k1JwuscJZafprsHaSYxnk,1,"[92,92]",-27
22366,1KF5swLdZUBfbhZS5iX4GRGWsMjiVFJNeg,1,"[94,94]",-27
22391,12xxY3yqPCccaKEGtyLwvVRK587SzoxiJS,1,"[119,119]",27
22392,1C3oJGMPUG8JVDcMke8naSnqPvXfuG4aRt,1,"[120,120]",-27
22473,1HSyzmwJHDz8T4GK3EB85XRvmV2fA5qrfe,1,"[73,73]",-27
22474,1NTobyzvydr4tXdY5XE4DgBcuMNVDizTzY,1,"[74,74]",-27
22479,18TzvgXywGH7TCEcsCBuZe44Br35gcx5Ps,1,"[79,79]",27
22488,15K83eqUNr13qtjdeAV5XX6BZ9PHDyqCRG,1,"[88,88]",-27
22492,1NsMkoC7zxopHn3jDKgWyUkwMPvXyU36o6,1,"[92,92]",-27
22495,1K4MjJHxQLpFHqoP7py9DJ564WrVwRoq15,1,"[95,95]",-27
22519,1Epu11UKBBwKnHmzH3fMBrePqBFG6fkA1j,1,"[119,119]",27
22520,13iiDdTCanZzgiHJ3rdNW9b9ewZVSdfqBH,1,"[120,120]",-27
22601,1BtELFtRhTshSC8nQKoF9VZPTSNXbJY84V,1,"[73,73]",-27
22602,15aCBQY7HQt9YswXJZpab7rdxwKqYcgP9W,1,"[74,74]",-27
22607,1Eri2whj7c3BNDRwe6Lxu4D5vd4NQMVUPT,1,"[79,79]",27
22616,1413gn21qKatCttAn3CX6BxKwgpDhz5pfg,1,"[88,88]",-27
22620,1ANx1uHv2HczApYdzpEcKfX7TeBTWR1eDJ,1,"[92,92]",-27
22622,1Mx6H47UTEuXAHLWcgeEPtjNVV9XLzAmR2,1,"[94,94]",-27
22647,175EpV4rTPNjemJgRFLwrkyz19bCzwQbut,1,"[119,119]",27
22648,1MGD6qVoy7Gzff6HUuTXPMtipCXeBZus3B,1,"[120,120]",-27
22728,14Zn1pdv15AnbZL5FqQV8LTrhxWdB4Z2Ym,1,"[72,72]",-27
22729,1L798x3kUEA8N2PvJ3hKmRmtXuce8EtyNf,1,"[73,73]",-27
22730,186gu9BsJyVY5U94SCpJ6PupVi1pUZkdv3,1,"[74,74]",-27
22748,17NoUZKrX2Hb2f8bFw58q41jbqbv9jNBmM,1,"[92,92]",-27
22750,1Uu8ZJxSUkJcdVw9cZze9e3YnXMD3EvVw,1,"[94,94]",-27
22751,143e6G76CPCcqero9RsYcsjR4nEeXPCtHF,1,"[95,95]",-27
22775,17NjK32jNrrmarXKDkBYBLcuq2DtnwZyKL,1,"[119,119]",27
22856,15qPuvNDzdR6ZDziPp1fJkUt8KbvBxpZQL,1,"[72,72]",-27
22863,139KC1AoJuzpUMd7aR6s3xEDsq7kk7oVUG,1,"[79,79]",27
22876,12xk6t5Z6LBew1vERanM3Wg46LYNJx7h98,1,"[92,92]",-27
22878,129Hwba5fK39v2Gkcd65XVZi1FZA6YCyve,1,"[94,94]",-27
22879,1Meb731xPy3AYQvJYzsCXDX1pKWPjh9Ufj,1,"[95,95]",-27
22903,1FCSE5EwjVp3hPF7n81tVyeCpquGj9Unvy,1,"[119,119]",27
22904,1HFMGNdL6dr4ehjUDEY7UnPDdsPvf59V46,1,"[120,120]",-27
22984,1GPuvmGjvKxpNks9nzKs4QVijLoQ3jbVqx,1,"[72,72]",-27
22985,1GqCWwPAaS9qDifVMiQQUZLeZ9tBPirfRm,1,"[73,73]",-27
23000,1MkhgbjiQKjQLYXQUXgDHDmdVH2r2kW5oY,1,"[88,88]",-27
23004,19Ze5BbJg3RK7kDdjFn4MgsDDNfnVdmFFY,1,"[92,92]",-27
23006,17YQprZKfUz4eQh4d9maWySvFSYitrYfLz,1,"[94,94]",-27
23007,1DDRmmNS4a4aVsXNg8zbMoPAFv9xhA9fGW,1,"[95,95]",-27
23032,13E976dACYNGN1wbbgyaEX1x2RkRK7p8ba,1,"[120,120]",-27
23113,1GwcbXLJWPd3XqVgusLkALG78e2JZRVVFp,1,"[73,73]",-27
23114,1Pa8W5jSEDWQxd3Y5FX9kMMoGw9VGf2rQA,1,"[74,74]",-27
23119,152hYMVLJwYQHU2TstYakz8gQAJDc5ewC1,1,"[79,79]",27
23132,1JWqciRvBiYQEi1JgdRusMKBVJzAAzBCHC,1,"[92,92]",-27
23135,19NWvpqLE2sHGcfskQmzESmuLrjQcG4Ryq,1,"[95,95]",-27
23159,1GQD4dG3iqHSEFeVELZNCVuBqkf42ARfAx,1,"[119,119]",27
23241,1CaNUMyPZy76igtbcEgEkQ4C2Q2X46fzsU,1,"[73,73]",-27
23242,1NJaqZmQYx9T4jUzXUtRry7H6KcMjy4NiB,1,"[74,74]",-27
23247,1L7AgceyU3Be8Rq6VLT2hVdrsQPPUG8eom,1,"[79,79]",27
23256,1K8hmuBndKiFJT6Tf8yhVrJaACgXKxnTQJ,1,"[88,88]",-27
23260,16cKuJVDLvSR4qrHP7ySAA9Pr7Csw2e9zU,1,"[92,92]",-27
23262,1D5LmUZxoiYsCNgbTJj76eZbio3MWnn3Tf,1,"[94,94]",-27
23263,18xZaWwg2SiMGivvQbEk27xLi2ih881C5n,1,"[95,95]",-27
23288,1N1bNAixciZvbFzsNBD3fRJhjJMzF51Zqs,1,"[120,120]",-27
23368,1Fe99SBaVbyKsdFsVMbCZfmwZkMtpMaq5m,1,"[72,72]",-27
23369,1HLgKEtUpr8XfnteFx1EXfkU699QVaBg32,1,"[73,73]",-27
23370,1Hgx4PRqi9Q6bgGZAUDZWA8CZj89UYb2ge,1,"[74,74]",-27
23375,1GkxcwmSUAALMWvt5sUD3z75bJdMwKghAK,1,"[79,79]",27
23384,1947ndRUaet8agDyVUjV1AasMkynqYx2HX,1,"[88,88]",-27
23388,1HaA1ehXdfMYpsbQmYEyE5rp9n5q1o4N5L,1,"[92,92]",-27
23390,1EWKJY7xLVRzFUFtR7wCEAnjRHzwPxjwp9,1,"[94,94]",-27
23391,14F8WYz9vHArmvJtSiG92Ekqxsu947SHDz,1,"[95,95]",-27
23496,18nzpZBxQeJAvQd8dpT33aZQe2FZHjrvdz,1,"[72,72]",-27
23497,13DywEFzXTQV4neQ4QVPedRMLvdT1QwENG,1,"[73,73]",-27
23512,1JQeNt3G1151Ddrh1obc7UHjM4fCGbBi2y,1,"[88,88]",-27
23518,1AfjQWEqEfoekaWXDn6JDfwWvLNAjU1bfT,1,"[94,94]",-27
23519,1ETZsNRT9JDWbw6gTE8fhHHeXM4FtzLr7j,1,"[95,95]",-27
23543,1HS9xu21xMguXw2MQe62WqPRRHadv8LDwZ,1,"[119,119]",27
23625,1G1WiVYi5fzTX9DqhMiKmVvtJ6ySN7Gvh6,1,"[73,73]",-27
23644,1DfsvM3wZgMvgbcd7GJXeP7kSSrmx7redT,1,"[92,92]",-27
23646,12SNKCzzYXrx8brxFkR4qDY37X8BQmnw5f,1,"[94,94]",-27
23647,1NQgAkWyMCZjGdxaxZDEabVnMyherNLzUn,1,"[95,95]",-27
23671,18ggWmgGrbw4VAMkb38YtZh3nfriphiyWt,1,"[119,119]",27
23672,1JQZAmNsC89hLzCYqDKqC5BkxnKckwg4mH,1,"[120,120]",-27
23753,16zCQDxv4Vfwm7i2nTZUw8ndVb41T9T4TT,1,"[73,73]",-27
23772,125Aix2E98aAYe6udT6SvJDNKwp7NnkRyW,1,"[92,92]",-27
23774,1JK3DTT1NpoQUv8TmPwCVRkGtTX85ArVhw,1,"[94,94]",-27
23799,1G3T7VR68WxzAqFJeNS7x9n95UqtpudEWT,1,"[119,119]",27
23880,12xC3ws2TC4G77V6b2oztmHaq9tUZXXeBj,1,"[72,72]",-27
23882,182EVRLJq2xkHVZB6qCwEzP3xKXdx4hUxm,1,"[74,74]",-27
23896,1BaxuUAoLx1DVK7ctGCW2QaA7bYiShDRXH,1,"[88,88]",-27
23903,1JggG1c2GZgMFYC39Qv8qLywtMff63ENFi,1,"[95,95]",-27
23927,1GXv5ZmnbWS7Mxym41kFR8ZSrVSCRsxBYM,1,"[119,119]",27
23928,137sYJc1Vxg7YsXWEdJXUtqPdGFarNnUmD,1,"[120,120]",-27
24009,197UaJ3W8JCuZ1UG4CQRUVYKcKquQ4pP93,1,"[73,73]",-27
24015,15BU3xGxNLcPTc4gJcQhm4eJBGMTZgK622,1,"[79,79]",27
24024,1CksRAZLs7TRa4LfNmE8ngJN4Ysftb6NBR,1,"[88,88]",-27
24055,1HJNwXN9NN3f3wm6TRTBKfGob4v2Y1ghCF,1,"[119,119]",27
24056,1FhpyPsiES6P9KaWPec63inpwSTaGceJRR,1,"[120,120]",-27
24136,115WmPgPenVCPHsrbqLuYcvk5XbvogXqAW,1,"[72,72]",-27
24137,14zjKe2LMHNWuZwKQSypvj8pATwvXk1Xm5,1,"[73,73]",-27
24138,1NdALmMDrLsYRrNqrCFLCbA62SjqrAWvWr,1,"[74,74]",-27
24152,1ASmW9yvXJY67paCP8mbXpGd6xZZWCodWi,1,"[88,88]",-27
24184,1D4q7hdipvJYY8pGft4L4pcXn5JvzXyghP,1,"[120,120]",-27
24266,18DsGvgCnstjrswQEh1LrY3GCeb1n66TX5,1,"[74,74]",-27
24311,1DwwdXLGW1gRq9YtdMzng1KpPPMGb9y4m3,1,"[119,119]",27
24394,1APKbSZ49T493Nr3RAPN8PW6WMsZmp5vhW,1,"[74,74]",-27
24399,1KNq4MbXgeesxorGKDaUrteY3hz2GaFQf8,1,"[79,79]",27
24414,113YbwAUUGNPcLyg3HRVbmv6ez6vW7Gy52,1,"[94,94]",-27
24415,1BKW24cHjhjAfdgQCZspXxxfjmiWiVrbM2,1,"[95,95]",-27
24521,1J5XrjxK91pKPLhW4bLCzADK6exAZj8Y5e,1,"[73,73]",-27
24522,1JGVe7FNnwEhRC6yz1Le24YeCKAA94Laui,1,"[74,74]",-27
24527,19YkY6p1cmBEjiYmHUTMZebEEwoLscQmT8,1,"[79,79]",27
24543,194BbNHmbDKbrVSSSUspwG9Cy4JubCVWiw,1,"[95,95]",-27
24567,17T79ZAaXWjYGjR5XrSdkdavdFXqu1L8gA,1,"[119,119]",27
24776,11qkyreEGctD8VzQSsMj4yn7zQYCAvife,1,"[72,72]",-27
24778,1EaNMGSNer1UXgfQmb6b8BuoCFnwMadA63,1,"[74,74]",-27
24792,1JhbTV7ZxgQBHmmCQ67GmHnZdBrCddU2PV,1,"[88,88]",-27
24905,19DDmVTGVCw6fw4ztVKqqwY3ZUsX5Dt2gs,1,"[73,73]",-27
24906,1BqhkaY96AfsCzzNjk2pQL8cuDFejDcz2Y,1,"[74,74]",-27
24926,1LiZfdcDCQPh6pVx5BMc26fwPYLBEcxn4B,1,"[94,94]",-27
24951,1GwzXfyu94HcV8udekXNvCyodceaqfPPXS,1,"[119,119]",27
25032,1CR1Zmq4ztuvPgStHn4TQnr87Y3MyaChVz,1,"[72,72]",-27
25052,1JYHZhY2XfsP8cKKZynyYxZCwogn24yJtd,1,"[92,92]",-27
25161,1FNh3F6C8aywTSXMfnpK2Wz388DmFuUWxm,1,"[73,73]",-27
25176,1EL2sj4QbgTP1rMNafunejnfkpafWBWXH3,1,"[88,88]",-27
25180,1A9pKWdQfA11KfCgKiAkLCg8mh8vxBMiez,1,"[92,92]",-27
25183,15qKUySejJHRkRXCnR52yXWtj1dZaCH3bv,1,"[95,95]",-27
25208,1A2KErEfQrGeyQgMw3C6LZYdx5B3FozKbY,1,"[120,120]",-27
25335,18jnbK6Z9UxcWpQKbrB8Mdrf6Q2VN5YVu4,1,"[119,119]",27
25439,18rWK4LKRe1nHHCX7Gb3RnwMGt6ZCVDXCL,1,"[95,95]",-27
25544,178ETMShY8oXA4BvVbv683q8Z5iXXreJ2e,1,"[72,72]",-27
25545,1PVqiJVzBi1XQsuyxxBUr45Pk4wM4wcroY,1,"[73,73]",-27
25816,1Hh2CaM5BH6NyUQe3vQ7mHYoCvs4FxtBVd,1,"[88,88]",-27
25928,13AsPhaeYMNebNEziEHVNnVbQMVruaiQmx,1,"[72,72]",-27
25951,15141ZrktVxhh5kvAbiSzS5WinEJMpoaXB,1,"[95,95]",-27
26072,1BGSgk7S5S2Ya16ibj3QB6PcsgMnbPKjjw,1,"[88,88]",-27
26078,125sMR1tY3K2NWpyFF6Ur8uy93B1i1b2AD,1,"[94,94]",-27
26103,12JUTtGUfgQpmz2dd7PHhRUPV7GBxKfYDW,1,"[119,119]",27
26185,1PaAaCC3jk4fR9psQvoy9zeCRbhcXXHZpU,1,"[73,73]",-27
26319,1DApVr8qnhykqT6ABh1y2MvANofZaKGUod,1,"[79,79]",27
26332,1GVwZd2HuvHfdsgvxyvSu8oxGqTQPaqy2N,1,"[92,92]",-27
26359,1KwLwEXtvHHTbvn54rmeXPSArG2USFuS37,1,"[119,119]",27
26460,1GLCZCzxBmKBT7bZoQE9kha4ZnFKMsp3UW,1,"[92,92]",-27
26463,1EHghaRSu71zUfFzzfHmP8UqRhQTjttfng,1,"[95,95]",-27
26570,1MoB4zLhpJYHdWLZbHhWoUpjq9o4dYFpWe,1,"[74,74]",-27
26575,1HxMQhn8kMcATty8yFhL5cJUn6SNvbAdxz,1,"[79,79]",27
26584,15ngbP3zDb2XPSvBjfHMUk6SRj7tDWgGE3,1,"[88,88]",-27
26615,1ChZJChmKrqv6MxmdEFF4PeZRgkpNLGd6x,1,"[119,119]",27
26696,1PDzWNyLpFgmTZnam1Y5DQ3e7LYHkAiMvv,1,"[72,72]",-27
26847,16Cy4s86oEgJnV5kW2NYYDU5v9zfM7d4sy,1,"[95,95]",-27
26954,1MJ9z7kf7QMv1tG1FAW4oGpFNZGrWpXuzp,1,"[74,74]",-27
26972,171Xu7ocq2GHRzXx3QNa2dvBqkVjAZtYC5,1,"[92,92]",-27
27000,1BZAK3xadU3SFf7bKBv5h3ti9c72Tb3BYW,1,"[120,120]",-27
27080,1Cr3nGsUv63RFyaaevMuPK6XciL1C8ZAAS,1,"[72,72]",-27
27082,14e4ZZ84AYjJg1yD8jSSec4wDEMQ5RnN4J,1,"[74,74]",-27
27100,1CX7D2gWyczJMScfipCUEefNNSQMAV7J4T,1,"[92,92]",-27
27208,1NNZW555b8oCmN2Je3VAAgqDHy3fAZYDpF,1,"[72,72]",-27
27210,1KqmSoccKmtH14RCRq2gHeZ9GmAu2yPa4P,1,"[74,74]",-27
27224,19U593NCERfBdssxpXQbnDtbUSdTuZovnv,1,"[88,88]",-27
27231,138i8XbXiY5ptCKp7vezpva1yHedpigevd,1,"[95,95]",-27
27337,1K8vEfsKZEoU4mR2L7qcYFoVQ1RZBAn1Ya,1,"[73,73]",-27
27338,1N68VH3rjqGAoLnkUCHK9jpwZDigoHosYu,1,"[74,74]",-27
27352,1JUeN1nvqq9rCsWwYiTCNAMqm5mJusdbH3,1,"[88,88]",-27
27358,12jQ8frvZXsa22CJtroNYHyjUjB6B69m4A,1,"[94,94]",-27
27480,1BMBmJJXyvjErMN5FXjhiSB1VoMMrcY1iG,1,"[88,88]",-27
27484,1EUTwhXbYfEv4fQqxvLAtobbbVeWjPSV49,1,"[92,92]",-27
27487,1Pz5tjcv1KvMDjGbwwYRXmRaZ1kVNeCJkA,1,"[95,95]",-27
27592,1KLEJzrNgSmH8aGTKF4MbaPAiHevqSrTUs,1,"[72,72]",-27
27721,1Q6zNNuxfDmHecsYrE9zHWEGtcbc77nqX5,1,"[73,73]",-27
27722,1JCy99NPBh8g8N5poL1pN5Xqy3LvW7amr,1,"[74,74]",-27
27727,1FQz66DbtoZbrXEK9JfeQbaZ5kZuNEF84x,1,"[79,79]",27
27767,1K8HgqfYXrQTfL3VsNzEaaUerWVN6MSmYV,1,"[119,119]",27
27848,1ENo3L4vnnfcm9we7GyEzD14mqQ4Vazifk,1,"[72,72]",-27
27849,1KRPESD4bTthUvvZ4BQdsBkMifGzAonCcJ,1,"[73,73]",-27
27855,1MCJ2RkkANqmphng9cU91bSStHNj1856ro,1,"[79,79]",27
27870,17PwQo2jsrHX9PZ8tHe1QNBYqKpjPpfra8,1,"[94,94]",-27
27896,16doPB7R53EfZREMRq9cyJtbzoM4FKQaai,1,"[120,120]",-27
27977,1JM9cd6XMnZq7PuXhqHR9sjr9rQe8HiQ9C,1,"[73,73]",-27
27978,14LPxt4cDYRNGvy81RtecZGKAPVecyUdze,1,"[74,74]",-27
27992,1BeFWeDUT5mQhSBm9JzBfAg9FKTsA8n8u1,1,"[88,88]",-27
28023,19r7QA3p3hh9s4dULaFbvvnKNaJzAeJcAk,1,"[119,119]",27
28024,1LFXLyubKrb93gLhcRbxCQviKcRxnT5KeV,1,"[120,120]",-27
28104,1QBEgTynMvmivEofuSpiCDi93rXCFKcHZ4,1,"[72,72]",-27
28111,1Fr23uEDVvA57yB8ix9kd5vwtR7y5N8Cmf,1,"[79,79]",27
28151,1MuHxVh9RdZcfy25fWCZ5T1u2RoUrHrEYH,1,"[119,119]",27
28252,1AvxPH3xBY4vHhWTx332wBu5ioHG7hPh6Z,1,"[92,92]",-27
28254,1PuJC7tYjZXjX1Lr8b9H2i9SRFr5qgXm3u,1,"[94,94]",-27
28279,1MjmCUGYyEgbXYGb64Y97KwWKct4JkUjUD,1,"[119,119]",27
28360,15p6zfTv8aSvPdfmvS7FbUn3C9HRkdnSvs,1,"[72,72]",-27
28362,1NgXs8uXdRrA6CYG3sJRbYDq2ufghdaNhP,1,"[74,74]",-27
28376,15uEkYfTtvSzHja5Le3Kqh7wJ7SBpfkqTo,1,"[88,88]",-27
28380,1NwMZVgnUkv4oab8E7GNwoB6kHc8epgKyx,1,"[92,92]",-27
28408,1LbgiKZQDTuUVdh65XycHQLUAaGRtRhoad,1,"[120,120]",-27
28490,19vK32vZBVve6tLnegxC3rDKYpQmFu9bij,1,"[74,74]",-27
28535,1PyWocCHowfjbyLuuKnd2eAkfmpwCTZ8WM,1,"[119,119]",27
28636,122PJ7gBBB9orw13t5GXwKaKtepExC9Q6m,1,"[92,92]",-27
28638,1LxaGnvbGvxcJtj1VnmkuFMvdnjwhUEU1s,1,"[94,94]",-27
28664,1PNbRfKJPZbHJka8QYjGFnp8yM9o5Q7r4i,1,"[120,120]",-27
28888,1EUF6ABj7xn3fwZvvF6cQzfZC3aEQBZo8f,1,"[88,88]",-27
28894,1DjWRVmoHQwWFQGPtXq3TKpjdSzTEnGK57,1,"[94,94]",-27
29000,13SELpQvWBv2CT1o46VeKqjBNWH2to5uzD,1,"[72,72]",-27
29048,12F1HVEyy1dXQcZX4ziNtekVwYjkvhjTSc,1,"[120,120]",-27
29129,14AB2GiunZFMMWYuxi3TfZicaD35jij16P,1,"[73,73]",-27
29135,16XMnHzmkgYYpei8Fjztr3VUtPCbVYJ7UP,1,"[79,79]",27
29148,188Kd4voWowxM5KvjUbUqM8bm6ytXTGnQE,1,"[92,92]",-27
29176,1B8MSwsJWGCaJqJ2yj3j3YPd1F3iaAa5CQ,1,"[120,120]",-27
29258,1FYsKsn528Fp7gPvhjNbUKyrZTVPeAop7a,1,"[74,74]",-27
29272,124wWBNuqqNCsGXVHuDoKMPYoTE9KeGQQk,1,"[88,88]",-27
29276,1Hb489oeXLmwfYY2LgsYSJs473zBGs11UN,1,"[92,92]",-27
29386,1BsGLpfUfGAGmRhtH54TWTXtcfzXfACBgc,1,"[74,74]",-27
29406,12qCxonMxYWt3Y5i7zKGbLULC42hZFZc8P,1,"[94,94]",-27
29431,1BTW2fJFPgpeicKB4dWhbc6JbMDe4i77dA,1,"[119,119]",27
29513,1DDC54VmkjNhLdgZS6HfSBihXjDsV3TkLR,1,"[73,73]",-27
29532,1FKSNX9Dn3ZVDKPieBvZLKb1maH4zzz5k5,1,"[92,92]",-27
29534,1AaoJnkpLFZXj17HiiF3ADu1AdqVcbFEg1,1,"[94,94]",-27
